Text1,Text2,Label,
Элена Ферранте,элена ферранте,Author,
Кит Стюарт,кит стюарт,Author,
Эмма Миллс,эмма миллс,Author,
Тамара Айленд Стоун,тамара айленд стоун,Author,
Джейсон Рейнольдс,джейсон рейнольдс,Author,
Майкл Каннингем,майкл каннингем,Author,
Сандра Сиснерос,сандра сиснерос,Author,
Луис Альберто Урреа,луис альберто урреа,Author,
Камила Шамси,камила шамси,Author,
Сара Уотерс,сара уотерс,Author,
Вэл Эммич,вэл эммич,Author,
Жан Коломбье,жан коломбье,Author,
Байрамова Гульзада,байрамова гульзада,Author,
Бернар Вербер,бернар вербер,Author,
Сигрид Нуньес,сигрид нуньес,Author,
Элис Манро,элис манро,Author,
Дердь Шпиро,дердь шпиро,Author,
Итало Кальвино,итало кальвино,Author,
Марсель Паньоль,марсель паньоль,Author,
Анурадха Рой,анурадха рой,Author,
Камилла Пэган,камилла пэган,Author,
Мари-Сабин Роже,мари-сабин роже,Author,
Вінцэсь Мудроў,винцэсь мудров,Author,
Робин Слоун,робин слоун,Author,
Рокси Купер,рокси купер,Author,
Жан-Батист Дель Амо,жан-батист дель амо,Author,
Юры Несцярэнка,юры несцярэнка,Author,
Джоанн Харрис,джоанн харрис,Author,
Джефф Зентнер,джефф зентнер,Author,
Салман Рушди,салман рушди,Author,
Сяргей Балахонаў,сяргей балахонаў,Author,
Селеста Инг,селеста инг,Author,
Элизабет Страут,элизабет страут,Author,
Ханна Оренстейн,ханна оренстейн,Author,
Элиф Батуман,элиф батуман,Author,
